1,0.8,0.25,0.53,0.45,
2,0.9,0.3,0.565,0.55,
3,0.75,0.35,0.67,0.7,
4,0.95,0.45,0.86,0.9,
5,0.95,0.95,0.95,0.95,
6,1,1,1,1,
7,1,1,1,1,
8,1,1,1,1,
9,1,1,1,1,
1,0.75,0.3,0.495,0.5,
2,0.65,0.25,0.52,0.6,
3,0.6,0.25,0.54,0.6,
4,0.6,0.5,0.59,0.6,
5,0.55,0.5,0.505,0.5,
6,0.75,0.25,0.685,0.7,
7,0.85,0.7,0.755,0.75,
8,0.95,0.65,0.795,0.75,
9,1,0.5,0.815,0.85,
1,0.9,0.4,0.6,0.45,
2,1,0.35,0.67,0.45,
3,1,0.6,0.8,0.6,
4,1,0.8,0.88,0.8,
5,1,0.65,0.865,0.65,
6,0.9,0.2,0.785,0.9,
7,1,0.95,0.955,0.95,
8,1,0.8,0.88,0.8,
9,1,0.45,0.83,0.45,
1,0.85,0.2,0.565,0.7,
2,0.8,0.4,0.595,0.7,
3,1,0.65,0.2,0.53,0.65,
4,0.7,0.4,0.575,0.65,
2,0.55,0.55,0.55,0.55,
5,0.75,0.45,0.665,0.75,
3,0.5,0.5,0.5,0.5,
6,0.75,0.4,0.625,0.65,
4,0.5,0.5,0.5,0.5,
7,0.85,0.5,0.74,0.85,
5,0.5,0.5,0.5,0.5,
8,0.95,0.95,0.95,0.95,
6,0.5,0.5,0.5,0.5,
9,1,1,1,1,
7,0.8,0.45,0.525,0.5,
10,0.85,0.5,0.675,0.85,1,0.5,0.945,1,
8,1,0.5,0.95,1,
9,1,1,1,1,
